_H:	|batch	|epoch	%avg_sse	%cnt_err	%avg_ext_rew	%avg_cycles	%epoch_time_tot	%epoch_time_usr
_D:	0	0	1.52898	86	0	32.6	5.49	5.48
_D:	0	1	1.37747	78	0	33.12	5.46	5.52
_D:	0	2	1.0819	61	0	32.56	5.41	5.43
_D:	0	3	1.04749	60	0	33.46	5.47	5.51
_D:	0	4	0.752995	44	0	32.61	5.42	5.42
_D:	0	5	0.609969	37	0	31.98	5.36	5.37
_D:	0	6	0.473336	29	0	31.24	5.31	5.27
_D:	0	7	0.55461	32	0	31.09	5.31	5.33
_D:	0	8	0.405547	23	0	31.23	5.33	5.37
_D:	0	9	0.428126	24	0	30.84	5.3	5.35
_D:	0	10	0.312534	18	0	30.94	5.29	5.27
_D:	0	11	0.292311	17	0	29.82	5.24	5.34
_D:	0	12	0.255699	15	0	30.24	5.26	5.34
_D:	0	13	0.260085	16	0	29.7	5.22	5.24
_D:	0	14	0.344698	20	0	28.89	5.19	5.25
_D:	0	15	0.322947	18	0	30.5	5.28	5.33
_D:	0	16	0.166232	10	0	28.89	5.19	5.17
_D:	0	17	0.131285	8	0	28.65	5.16	5.22
_D:	0	18	0.146353	8	0	28.76	5.17	5.18
_D:	0	19	0.23533	13	0	28.3	5.15	5.14
_D:	0	20	0.16361	9	0	28.4	5.15	5.22
_D:	0	21	0.0364004	2	0	27.86	5.11	5.13
_D:	0	22	0.109933	6	0	28.8	5.16	5.23
_D:	0	23	0.128948	7	0	27.95	5.1	5.12
_D:	0	24	0.183717	10	0	28.1	5.11	5.19
_D:	0	25	0.147143	8	0	28.06	5.11	5.14
_D:	0	26	0.129193	7	0	27.89	5.1	5.09
_D:	0	27	0.152585	9	0	28	5.12	5.14
_D:	0	28	0.0742438	4	0	28.02	5.11	5.16
_D:	0	29	0.0553627	3	0	27.69	5.09	5.11
_D:	0	30	0.16671	9	0	27.89	5.09	5.12
_D:	0	31	0.0742688	4	0	27.35	5.06	5.06
_D:	0	32	0.0187007	1	0	26.99	5.04	5.09
_D:	0	33	0.148196	8	0	27.49	5.06	5.12
_D:	0	34	0.0371563	2	0	27.3	5.04	5.06
_D:	0	35	0.20489	11	0	27.75	5.08	5.1
_D:	0	36	0.0370908	2	0	27.77	5.07	5.12
_D:	0	37	0.0929247	5	0	27.5	5.07	5.17
_D:	0	38	0.130552	7	0	27.72	5.06	5.07
_D:	0	39	0.0745299	4	0	27.29	5.03	5.04
_D:	0	40	0.0373729	2	0	27.25	5.02	5.07
_D:	0	41	0.0747249	4	0	27.27	5.03	5.05
_D:	0	42	0.0372784	2	0	26.87	5.01	5.09
_D:	0	43	0.0369179	2	0	27.12	5.03	5.08
_D:	0	44	0.0746469	4	0	26.96	5.02	5.09
_D:	0	45	0.0749769	4	0	27.06	5.02	5.09
_D:	0	46	0.11233	6	0	26.98	4.99	5
_D:	0	47	0.112128	6	0	27.26	5.03	5.1
_D:	0	48	0.112524	6	0	27.39	5.05	5.15
_D:	0	49	0	0	0	26.78	4.97	5.05
_D:	0	50	0.0749836	4	0	26.77	5	5.11
_D:	0	51	0.187617	10	0	27.18	5.01	5.11
_D:	0	52	0.0942373	5	0	27.12	5.01	5.02
_D:	0	53	0.0751167	4	0	26.72	4.99	5
_D:	0	54	0.0564192	3	0	26.84	4.99	5.07
_D:	0	55	0.0186905	1	0	26.74	4.97	5.05
_D:	0	56	0.0560606	3	0	26.74	4.99	5.03
_D:	0	57	0.0375824	2	0	26.54	4.99	5.05
_D:	0	58	0.0187356	1	0	26.65	4.97	5.03
_D:	0	59	0.0375103	2	0	26.73	4.96	4.98
_D:	0	60	0.0753035	4	0	26.85	4.96	5.03
_D:	0	61	0.0377883	2	0	26.49	4.94	4.96
_D:	0	62	0.0939675	5	0	26.67	5	5.02
_D:	0	63	0.0186566	1	0	26.79	4.98	5.05
_D:	0	64	0.0564464	3	0	26.72	4.98	5.03
_D:	0	65	0.0189343	1	0	26.38	4.99	5.01
_D:	0	66	0.0377819	2	0	26.37	4.97	5.02
_D:	0	67	0.0753334	4	0	26.58	4.97	5.05
_D:	0	68	0.0188368	1	0	26.34	4.94	4.97
_D:	0	69	0	0	0	26.58	4.95	5.05
_D:	0	70	0.0376425	2	0	26.56	4.96	5
_D:	0	71	0.0565367	3	0	26.41	4.94	4.92
_D:	0	72	0	0	0	26.42	4.94	4.99
_D:	0	73	0.0376753	2	0	26.34	4.94	5.02
_D:	0	74	0	0	0	26.15	4.94	5.03
_D:	0	75	0	0	0	25.9	4.92	4.98
_D:	0	76	0.0378624	2	0	26.18	4.95	4.99
_D:	0	77	0.0378893	2	0	26.23	4.91	5.01
_D:	0	78	0	0	0	26.07	4.92	5.01
_D:	0	79	0.0188917	1	0	26.04	4.93	4.93
_D:	0	80	0.0568001	3	0	26.21	4.94	5.05
_D:	0	81	0.0567401	3	0	26.15	4.93	4.91
_D:	0	82	0.0569325	3	0	26.57	4.91	5
_D:	0	83	0	0	0	25.85	4.9	4.97
_D:	0	84	0.0755669	4	0	26.4	4.92	4.98
_D:	0	85	0.0189209	1	0	25.86	4.89	4.97
_D:	0	86	0.037816	2	0	26.21	4.92	5.01
_D:	0	87	0.0188487	1	0	26.04	4.89	4.99
_D:	0	88	0.0187352	1	0	25.91	4.88	4.96
_D:	0	89	0.0567749	3	0	26.38	4.9	5.01
_D:	0	90	0	0	0	25.63	4.87	4.9
_D:	0	91	0.0188914	1	0	25.87	4.91	5.01
_D:	0	92	0	0	0	25.78	4.87	4.92
_D:	0	93	0	0	0	25.9	4.88	4.93
_D:	0	94	0	0	0	26.02	4.88	4.98
_D:	0	95	0	0	0	25.75	4.86	4.89
_D:	0	96	0.0189719	1	0	25.81	4.88	4.97
_D:	0	97	0.0379999	2	0	25.86	4.86	4.85
_D:	0	98	0	0	0	25.68	4.85	4.86
_D:	0	99	0	0	0	25.69	4.86	4.95
